"Blinding Lights - The Weeknd",
"Shape of You - Ed Sheeran",
"Dance Monkey - Tones And I",
"Someone You Loved - Lewis Capaldi",
"rockstar (feat. 21 Savage) - Post Malone",
"Sunflower - Spider-Man: Into the Spider-Verse - Post Malone",
"One Dance - Drake",
"Closer - The Chainsmokers",
"STAY (with Justin Bieber) - The Kid LAROI",
"Believer - Imagine Dragons",
"Perfect - Ed Sheeran",
"Senorita - Shawn Mendes",
"Heat Waves - Glass Animals",
"Starboy - The Weeknd",
"Say You Won't Let Go - James Arthur",
"bad guy - Billie Eilish",
"lovely (with Khalid) - Billie Eilish",
"Lucid Dreams - Juice WRLD",
"Don't Start Now - Dua Lipa",
"Thinking out Loud - Ed Sheeran",
"Watermelon Sugar - Harry Styles",
"As It Was - Harry Styles",
"God's Plan - Drake",
"Photograph - Ed Sheeran",
"Sweater Weather - The Neighbourhood",
"Bohemian Rhapsody - Queen",
"Something Just Like This - The Chainsmokers",
"Shallow - Radio Edit - Lady Gaga",
"Love Yourself - Justin Bieber",
"Take Me To Church - Hozier",
"Circles - Post Malone",
"SAD! - XXXTENTACION",
"All of Me - John Legend",
"Thunder - Imagine Dragons",
"7 rings - Ariana Grande",
"goosebumps - Travis Scott",
"Jocelyn Flores - XXXTENTACION",
"Stressed Out - Twenty One Pilots",
"Counting Stars - OneRepublic",
"Havana (feat. Young Thug) - Camila Cabello",
"XO Tour Llif3 - Lil Uzi Vert",
"Riptide - Vance Joy",
"Wake Me Up - Avicii",
"The Hills - The Weeknd",
"New Rules - Dua Lipa",
"HUMBLE. - Kendrick Lamar",
"Let Her Go - Passenger",
"Happier - Marshmello",
"Can't Hold Us (feat. Ray Dalton) - Macklemore & Ryan Lewis",
"SICKO MODE - Travis Scott",
"good 4 u - Olivia Rodrigo",
"One Kiss - Calvin Harris",
"Sorry - Justin Bieber",
"Let Me Love You - DJ Snake",
"drivers license - Olivia Rodrigo",
"Treat You Better - Shawn Mendes",
"Lean On (feat. MO & DJ Snake) - Major Lazer",
"Roses - Imanbek Remix - SAINt JHN",
"Stay With Me - Sam Smith",
"Better Now - Post Malone",
"INDUSTRY BABY (feat. Jack Harlow) - Lil Nas X",
"Congratulations - Post Malone",
"Lose Yourself - From '8 Mile' Soundtrack - Eminem",
"Demons - Imagine Dragons",
"Without Me - Halsey",
"Memories - Maroon 5",
"Faded - Alan Walker",
"Mr. Brightside - The Killers",
"Levitating (feat. DaBaby) - Dua Lipa",
"Too Good At Goodbyes - Sam Smith",
"Uptown Funk (feat. Bruno Mars) - Mark Ronson",
"I Took A Pill In Ibiza - Seeb Remix - Mike Posner",
"Don't Let Me Down - The Chainsmokers",
"DAKITI - Bad Bunny",
"thank u, next - Ariana Grande",
"Do I Wanna Know? - Arctic Monkeys",
"MONTERO (Call Me By Your Name) - Lil Nas X",
"I Don't Care (with Justin Bieber) - Ed Sheeran",
"No Role Modelz - J. Cole",
"Mood (feat. iann dior) - 24kGoldn",
"Unforgettable - French Montana",
"Dynamite - BTS",
"Moonlight - XXXTENTACION",
"Wonderwall - Oasis",
"There's Nothing Holdin' Me Back - Shawn Mendes",
"That's What I Like - Bruno Mars",
"Till I Collapse - Eminem",
"Despacito - Remix - Luis Fonsi",
"The Box - Roddy Ricch",
"Another Love - Tom Odell",
"Smells Like Teen Spirit - Nirvana",
"Stitches - Shawn Mendes",
"Yellow - Coldplay",
"Cheap Thrills - Sia",
"See You Again (feat. Charlie Puth) - Wiz Khalifa",
"I'm Yours - Jason Mraz",
"Without Me - Eminem",
"Don't Stop Me Now - Queen",
"Sugar - Maroon 5",
"7 Years - Lukas Graham",
"I Like Me Better - Lauv",
"When I Was Your Man - Bruno Mars",
"Despacito (Featuring Daddy Yankee) - Luis Fonsi",
"Just the Way You Are - Bruno Mars",
"Someone Like You - Adele",
"Youngblood - 5 Seconds of Summer",
